D'où viennent les français ?;3312;Nous sommes un peu plus de 62 millions à vivre en France aujourd'hui. Chaque annee, ce sont pas moins de 760 000 bebes qui voient le jour sur notre territoire. 105 garçons, pour 100 filles. Si elles sont dans la moyenne, les filles pourront esperer vivre 83 ans, tandis que les garçons devront se contenter de 75 ans. Combien serons-nous en 2050? Est-ce que nous pourrons vivre jusqu'à 150, voire 200 ans ? Est-il vrai que les Français vieillissent ? Si le renouvellement de la population s'enrayait, que se passerait-il ? Et qui sommes-nous, finalement ? D'où venons-nous ? Comment notre population a-t-elle evolue ? Être français, aujourd'hui, qu'est-ce que ça veut dire ? Droit du sol ou droit du sang... quel enjeux se cachent derriere ces deux notions ? CPS s'est penche sur cette vaste question : qui sommes-nous ? Sabine est partie à la rencontre des hommes et des femmes de tous âges qui forment aujourd'hui la population française.;Histoire culture et societe;Economie et societe;2004
Le dire c'est bien, le fer c'est mieux;4115;La France fait partie des plus gros producteurs mondiaux d'acier. F & J nous entraînent sur les sites siderurgiques de Lorraine. En direct de la siderurgie, Fred nous explique le processus de fabrication de l'acier, le traitement du minerai de fer et les techniques employees dans la filiere de la fonte. Nous verrons que la technique du fourneau est utilisee des 1700 av. J-C. Il faudra attendre le 14eme siecle pour pouvoir obtenir de la fonte. Les fourneaux alimentes par du bois voient leur taille augmenter, mesurant entre 6 et 8 m de hauteur. De nos jours, le combustible n'est plus du bois mais du coke (charbon debarrasse de ses impuretes) et les hauts fourneaux mesurent de 50 à 90 m de haut. La production d'acier se fait aussi par la filiere de la ferraille qui represente 40 % de la production mondiale. Cette filiere recupere les metaux ferreux provenant de vehicules, de bâtiments, de navires ou d'emballages. Enfin, nous verrons la derniere etape de production : le laminage de l'acier qui permet de fabriquer des tôles en bobines, des plaques, des poutrelles, du fil... ;Technologie, physique chimie;Technologie et industrie;2004
INA : la memoire de l'audiovisuel;4316;L’Institut National de l’Audiovisuel est le precieux gardien de la memoire de la television et de la radio françaises. Soixante ans de radio et presque autant de television se cachent dans les kilometres de rayonnage de cette institution. Il faudrait 150 annees pour tout voir et tout ecouter de ce fabuleux tresor ! F, J & S nous ouvrent les portes de ce lieu etonnant. Ils nous racontent l’histoire des technologies qui ont fait la television et la radio d’hier et d’aujourd’hui. Ils nous expliquent quels problemes de conservation elles posent desormais;Technologie, physique chimie;Communication;2004
Les Sorciers jouent sur les mots;4317;D’où viennent nos mots ? Pourquoi la langue française est-elle plus proche de l’hindi que de l’arabe ou du chinois ? Pourquoi ecrit-on le mot « doigt » avec un g ? Pourquoi l’orthographe de « temps » est-elle si compliquee ? Et finalement… pourquoi appelle-t-on un chat un chat ? Entre une visite à l’Academie française et la decouverte des coulisses d’un grand dictionnaire, F, J & S nous racontent l’histoire de la langue française. Une histoire ancienne qui ne manque pas de rebondissements ! ;Technologie, physique chimie;Communication;2004
La securite routiere : les sorciers savent se conduire !;4423;Aujourd’hui encore, 3 conducteurs sur 5 ne respectent pas les limitations de vitesse. Or plus on roule vite, moins on a de chance d’eviter un accident… et plus il risque d’être grave. Par ailleurs, on sait aujourd’hui que ne pas attacher un enfant à l’arriere d’un vehicule qui roule à 50 km/h equivaut à le laisser jouer sur un balcon sans balustrade au 3eme etage d’un immeuble. F, J & S prennent la route en compagnie de l’ancien champion de rallye, Bernard Darniche, pour une petite leçon de bonne conduite. Entre energie cinetique, temps de reaction et perte de vigilance, ils nous offrent de vraies explications scientifiques qui devraient nous inciter tous à lever le pied. Pourquoi une vitesse excessive augmente-t-elle considerablement la distance d’arrêt ? Comment la ceinture de securite agit-elle en cas d’accident ? Alcool, drogue ou simple fatigue… Pourquoi influencent-ils tant notre vigilance au volant ?;Technologie, physique chimie;Transport;2004
Les gares : les sorciers menent bon train;4424;Chaque jour, pas moins de 300 trains grandes lignes partent de la gare de Lyon pour transporter quelque 250 000 voyageurs… F & J sont partis explorer le reseau ferroviaire français. Ils nous expliquent comment s'orchestre à la minute pres le savant ballet des trains qui parcourent les 30 000 kilometres de voies qui sillonnent tout notre territoire.;Technologie, physique chimie;Transport;2004
Forces aeriennes : les sorciers partent en mission;4506;En cas de conflit ou de catastrophe humanitaire, comment les avions de la flotte française acheminent-ils hommes et materiel sur le terrain ? Si les avions de chasse devait un jour intervenir... à quoi ressemblerait alors les combats aeriens qu'ils livreraient ? Qu'est-ce que c'est exactement, des dommages collateraux ? Pourquoi les guerres propres n'existent-elles pas ? Depuis les attentats du 11 septembre, comment surveille-t-on et protege-t-on l'espace aerien français ? F & J sont sur la base militaire d'Istres, la plus grande base aerienne de France. L'une des plus strategiques, egalement, puisque des missiles nucleaires y sont stockes. Ils nous offrent un tour d'horizon de nos forces aeriennes - ;Technologie, physique chimie;Defense;2004
Le viaduc de Millau : les sorciers font le pont;4609;L’equipe de C’est pas sorcier est allee explorer l’un des chantiers les plus impressionnants de ce debut de 21eme siecle : le viaduc de Millau. Ce pont gigantesque enjambera la vallee du Tarn du 2,5 kilometres de long… à 250 metres de hauteur ! F, J & S nous devoilent les secrets de fabrication de ce qui deviendra bientôt le plus haut viaduc du monde. ;Technologie, physique chimie;Grds travaux et architectures;2004
La Terre vue de l'espace;1014;Des dizaines de satellites tournent au-dessus de nos têtes, l'œil rive sur notre planete. Continent apres continent, ville apres ville, ils en explorent les moindre details. Certains nous renseignent sur les bouleversements du climat, d'autres cartographient les fonds marins, tandis que d'autres encore sont specialises dans la chasse à la deforestation... S & J se penchent sur les missions de ces satellites d'observation. En s'appuyant sur les magnifiques cliches de notre Terre vue de l'espace, ils nous font decouvrir la multitude des tâches qui leur incombent.;La terre et l'univers;Espace et Astronomie;2005
La France souterraine;1111;Le sol de la France est plein de trous oublies qui n'ont jamais ete rebouches. Car l'homme a creuse partout où la roche etait tendre. En Picardie et en Normandie, il a extrait la craie fine pour l'etendre sur ses cultures. En region parisienne, en Champagne ou en Touraine, c'est pour se procurer des materiaux de construction qu'il a creuse la pierre ou le gypse. Dans l'Est et dans le Nord, il est descendu à plus de mille metres de profondeur pour atteindre les veines de charbon. S & J sont partis explorer cette France souterraine qui menace de s'effondrer.;La terre et l'univers;Geologie;2005
Le sable : les sorciers veillent au grain;1112;S & J ont suivi le grand voyage des grains de sable. Entre deux leçons de geologie, ils nous expliquent pourquoi beaucoup des plages françaises sont aujourd'hui menacees de disparition. Postes sur la côte atlantique, ils decortiquent pour nous les minuscules grains de quartz, de grenat, de mica et d'olivine qui composent le sable et retracent leur histoire. Nous decouvrons avec eux le probleme epineux du recul du littoral et les mesures de protection qui sont prises aujourd'hui. Pourquoi la moitie de nos plages subit-elle ce phenomene d'erosion? Quelle part l'activite humaine occupe-t-elle dans ce scenario ? Les solutions actuellement mises en œuvre sont-elles reellement efficaces ?;La terre et l'univers;Geologie;2005
Nouvelle-Caledonie : un caillou sous les tropiques;1232;La Nouvelle-Caledonie est un petit bout de France sous les tropiques, situe à plus de 20 000 km de la metropole. C'est dans ce coin de paradis que le camion de CPS fait escale. F & J nous emmenent à la decouverte de l'archipel, et nous expliquent sa passionnante histoire et son extraordinaire diversite. Quelle est l'histoire du peuplement de l'archipel et de la region Pacifique ? Depuis 200 millions d'annees, quelle est l'histoire geologique de la region ? Pourquoi les sous-sols caledoniens sont-ils si riches en nickel ? D'où vient ce minerai qui attire toutes les convoitises ? Pourquoi certaines des îles de Nouvelle-Caledonie risquent-elles de disparaître ?;La terre et l'univers;Geographie et geologie;2005
Île d’Ouessant : les sorciers sont à l'ouest;1233;Le camion de C’est pas Sorcier nous emmene à la pointe la plus occidentale du continent europeen : l’île d’Ouessant, au large des côtes bretonnes. F & J nous font d’abord decouvrir l’histoire geologique du massif Armoricain, puis nous conduisent au cœur de la vie à Ouessant. Entre ecole, commerce et tourisme, comment les habitants vivent-ils sur cette île, balayee en permanence par des vents violents ?;La terre et l'univers;Geographie et geologie;2005
Les coraux : les Sorciers cherchent la petite bête;1414;Les coraux ne sont ni des vegetaux, ni de simples cailloux decoratifs… mais de minuscules animaux - des polypes - qui, pour la plupart, vivent en colonies de milliers d'individus. Ces lointains cousins de l'anemone et de la meduse doivent leur survie à une association avec une micro-algue à laquelle ils offrent protection et nourriture, et qui en echange leur fournit les nutriments essentiels à leur survie. Que cette fragile petite algue disparaisse... et les coraux se mettent à deperir. F & J sont partie en Nouvelle-Caledonie pour decouvrir avec nous l'etonnante biologie de ces mysterieuses petites bêtes marines.;La terre et l'univers;Nature;2005
Les recifs coralliens : tresors en peril !;1415;F & J sont partis en Nouvelle Caledonie pour explorer la deuxieme plus grande barriere de corail de la planete. Entoures d'une equipe de scientifiques de l'Institut de Recherche et de Developpement, ils nous font decouvrir les 1600 kilometres de recifs qui enserrent un immense lagon aux eaux translucides et abritent un ecosysteme marin d’une richesse exceptionnelle. Imaginez ! Une espece marine sur trois vivrait autour des recifs coralliens ! eponges, oursins, poissons chirurgiens ou poissons papillons, merous, murenes, raies ou requins… Rien que dans les lagons du sud-ouest de la Nouvelle Caledonie, on a dejà recense 20 000 especes ! Malheureusement, l’equilibre de ces « forêts tropicales marines » est extrêmement precaire. Que la temperature de l'eau se modifie ou que les eaux se troublent... et les coraux se mettent à blanchir pour s'eteindre doucement. C’est alors tout l’ecosysteme qu’ils abritent qui risque de disparaître avec eux. Accompagne d’une equipe de scientifiques passionnes, Fred nous emmene à la decouverte de ce milieu marin magnifique… et fragile.;La terre et l'univers;Nature;2005
C'est le printemps !;1416;Le printemps, c'est la saison du renouveau. Apres de longs mois de repos, la nature reprend vie. C'est le soleil qui va donner le signal de la sortie de l'hiver. Les perce-neiges sortent de terre, les premiers bourgeons apparaissent, les insectes reprennent vie... et les hirondelles annoncent la saison nouvelle. F & J nous expliquent les petits miracles de cette saison foisonnante qu'est le printemps. Entre forêts, vergers et potagers, ils nous entraînent dans une jolie promenade pour decouvrir avec nous les bouleversements qui se succedent.;La terre et l'univers;Nature;2005
La reserve sous-marine de Port-Cros;1417;Au large du Lavandou, dans l'archipel des Iles d'Hyeres, les eaux du Parc National de Port-Cros abritent un ecosysteme marin exceptionnel. On dirait la Mediterranee telle qu'elle existait encore il y a 50 ans ! S & J sont partis decouvrir la richesse de la faune et de la flore de ce sanctuaire sous-marin. eponges, anemones, gorgones, etoiles de mer, bancs de sars, de saupes et de dorades, mais aussi barracudas, merous et coquillages geants.... c'est un veritable festival qui s'offre à nous !;La terre et l'univers;Nature;2005
Les chiens de traîneau, marathoniens des neiges;1537;J & S se sont lances dans la grande Odyssee, une course de 1000 km qui entraîne quelque 250 chiens à travers la vallee de la Haute Maurienne et reunit les meilleurs conducteurs de traîneau du monde. Entre la grande histoire des expeditions polaires et une jolie leçon de pilotage de traîneau, ils nous font decouvrir l'extraordinaire morphologie de ces chiens nordiques qui sont de veritables marathoniens des neiges.;La terre et l'univers;Faune;2005
Hannetons, coccinelles et scarabees... : les coleopteres;1538;Frederic et Jamy partent à la decouverte des coleopteres, petits insectes aux incroyables carapaces.;La terre et l'univers;Faune;2005
Les Sorciers en pincent pour les crustaces;1539;Crabes, crevettes, homards, langoustes, tourteaux, cloportes ou balanes... Pas moins de 52.000 especes de crustaces ont ete repertoriees à la surface de notre planete! Des minuscules crevettes qui composent le zooplancton au crabe geant du Japon qui, toutes pattes deployees, peut atteindre 4 metres d'envergure, F & J nous font decouvrir l'extraordinaire diversite des crustaces. Pour ce faire, en compagnie d'un chercheur du Museum National d'Histoire Naturelle, Fred est parti explorer le littoral de Roscoff à la recherche de quelques-unes des 3.800 especes de crustaces qui vivent sur nos côtes françaises.;La terre et l'univers;Faune;2005
Ah, les vaches !;1540;S & J se rendent au salon de l'agriculture et nous expliquent tout sur les vaches et leur evolution au cours des 8'000 dernieres annees.;La terre et l'univers;Faune;2005
Les inondations : les sorciers prennent l’eau;1613;En France, environ deux millions de personnes sont exposees à un risque d’inondation. Rien d’etonnant à cela, lorsque l’on sait que le pays est traverse de long en large par 28000 km de cours d’eau… Et des inondations, il en existe de toutes sortes. F & J nous font decouvrir les differents mecanismes regissant ces phenomenes climatiques, et nous expliquent pourquoi des milliers de personnes se retrouvent regulierement les pieds dans l’eau.;La terre et l'univers;Environnement;2005
La meteo : le bulletin des sorciers;1614;D'où vient le vent ? Qu'est-ce que c'est un nuage ? Comment se transforment-ils parfois en pluie ? Pourquoi les depressions et les anticyclones influencent-ils la meteo ? Et comment peut-on prevoir le temps qu'il fera demain ? Cette semaine, S & J nous expliquent tout des caprices du ciel. Nous partons avec eux explorer les 10 kilometres de troposphere dans lesquels les masses d'air circulent sans cesse, faisant et defaisant la pluie et le beau temps.;La terre et l'univers;Environnement;2005
Transports en commun : quand la ville change d'air !;1615;"Dans les annees 60, de plus en plus de Français peuvent s'offrir une voiture. C'est une revolution ! En 10 ans, on passe de 5 à 12 millions de vehicules. On peut desormais aller où on veut et quand on veut ! Mais cinquante ans plus tard... c'est l'asphyxie ! Les villes s'etranglent sous la pollution et les bouchons. A l'occasion de la journee ""Bougez autrement"", F & J explorent la ville de Lyon et ses transports en commun et s'interrogent sur l'avenir de ce trafic devenu incessant.";La terre et l'univers;Environnement;2005
Le squelette : les sorciers tombent sur un os;2001;A quoi les os servent-ils ? Comment nos articulations encaissent-elles les chocs ? Que se passe-t-il quand on a une entorse ou une luxation ? Comment le squelette se forme-t-il au cours de la vie fœtale ? Et durant la croissance, comment les os s'allongent-ils ? C'est quoi une scoliose ? Quand un os se casse, comment se repare-t-il ? Et pourquoi les os se fragilisent-ils avec l'âge ? S & J partent à la decouverte des 206 os de notre squelette. Ils nous expliquent tout sur cette armature qui nous permet de nous tenir debout et de bouger.;Sport et sante;Medecine et biologie;2005
L'adolescence : vive la crise !;2001;L'adolescence est l'âge de tous les bouleversements. Le corps se metamorphose à une allure folle. La silhouette devient celle d'un adulte. On se decouvre une sexualite. Et le monde change. Les copains prennent toujours plus de place, tandis que les parents perdent un peu de leur aura... F & J accompagnent un groupe d'adolescents pour un sejour au ski. Avec la complicite du pedopsychiatre Marcel Rufo, ils nous font decouvrir les phenomenes à la fois physiologiques et psychologiques qui sont à l'origine de l'adolescence.;Sport et sante;Medecine et biologie;2005
Resister au froid;2001;Pour fonctionner correctement, notre cerveau, notre cœur, nos reins… doivent être maintenus à une temperature qui se situe entre 36.1 et 37.8°. Ce qui ne laisse pas beaucoup de marge ! Comment notre corps s'adapte-t-il au froid ? Comment produit-il sa propre chaleur ? Et quand les conditions exterieures sont trop rudes, quelles parades trouve-il encore ? Quelles solutions l'homme a-t-il inventees pour resister aux temperatures les plus extrêmes ? Que se passe-t-il en cas de gelures et d'hypothermie ? S & J se sont lances dans une expedition hivernale en haute montagne… à la suite d'un regiment de chasseurs alpins ultra-entraînes. Ils experimentent pour nous les capacites de notre corps à resister au froid.;Sport et sante;Medecine et biologie;2005
L'obesite : nous risquons gros !;2112;Si l'obesite n'est pas consideree comme une maladie, les complications qu'elle entraîne provoqueraient cependant 2 millions de deces par an. En France, la proportion d'obeses ne cesse d'augmenter. Si rien ne change, nous devrions atteindre le taux actuel des etats-Unis d'ici une vingtaine d'annees... Face à cette prise de poids collective annoncee, CPS nous offre une emission de prevention. S & J nous font decouvrir les gestes simples qui pourraient enrayer la tendance. Comment les aliments nous apportent-ils l'energie dont notre corps a besoin ? Pourquoi se met-on à grossir quand on consomme trop d'energie ? Quels sont les criteres qui permettent de dire qu'une personne est obese ? Pourquoi la sedentarite est-elle un facteur majeur d'obesite ? Sucre, gras... qu'est-ce qui fait grossir ? Dans quelles parties du corps nos cellules se logent-elles ? Pourquoi est-il si difficile de revenir en arriere, une fois qu'on a grossi ?;Sport et sante;Alimentation et nutrition;2005
Le rallye dans le desert, les sorciers roulent les mecaniques;2314;Le Rallye du desert, c'est une centaine de vehicules qui se lancent sur 2300 kilometres à travers le desert egyptien. A bord de leurs 4x4, de leurs motos, de leurs camions ou même de leurs quads... les pilotes s'embarquent sous l'œil du Sphinx, au pied des pyramides de Gizeh, pour six jours d'ensablement et de patinage au milieu des dunes. F & J suivent la course. Ils nous expliquent tous les secrets mecaniques qui permettent aux pilotes de garder le contrôle.;Sport et sante;Sport;2005
Pont du Gard et arenes de Nîmes : l'architecture gallo-romaine;3023;Apres avoir conquis la Gaule, les romains imposent leur civilisation aux Gaulois... Ils se mettent à construire des milliers de kilometres de routes et remodelent les villes. Les Romains imposent aux vaincus leur civilisation urbaines. Partout où ils passent, leur architecture doit marquer les esprits. C'est un veritable outil de propagande qui doit servir à s'attribuer les grâces des notables locaux ! F & J nous offrent une petite visite de deux glorieux vestiges de cette epoque gallo-romaine: le Pont du Gard et les arenes de Nîmes. Nous decouvrons avec eux les mille astuces des architectes d'alors.;Histoire culture et societe;Histoire archeologie;2005
Piles et batteries : les sorciers se mettent au courant;4007;En 1800, l'ingenieur italien Alessandro Volta met au point la premiere pile electrique. Il s'agit d'un empilement de disques de zinc et de cuivre, separes par des cartons imbibes d'eau salee. Au fil du temps, les piles changent de forme, de materiaux... mais leur principe de fonctionnement, lui, ne bouge pas. Aujourd'hui, sans les nouveaux accumulateurs qu'on appelle communement les piles rechargeables, il n'y aurait ni ordinateurs portables, ni telephones mobiles, ni montres et pas non plus de consoles de jeux ! F & J nous expliquent tout sur le fonctionnement de ces petites reserves d'energie.;Technologie, physique chimie;Physique et chimie;2005
Les moteurs d'avion : ça va decoller !;4116;Des helices qui revolutionnerent l'aeronautique aux turboreacteurs les plus modernes, F & J nous entraînent au cœur des moteurs d'avion. Nous decouvrons avec eux comment sont conçues, puis entretenues, ces mecaniques de tres haute precision qui ne peuvent tolerer la moindre defaillance. Comment les helices assurent-elle la poussee necessaire à l'envol de l'appareil ? Pourquoi les reacteurs compriment-ils l'air qu'ils aspirent avant de le rejeter violemment ? Quel systeme a-t-on mis au point pour economiser de l'energie sur les turboreacteurs des avions de ligne ? Comment les pieces des moteurs d'avion resistent-elles à des temperatures et à des forces centrifuges extrêmes ? Que se passe-t-il si l'un des moteurs tombe en panne durant le vol ?;Technologie, physique chimie;Technologie et industrie;2005
De la camera au televiseur : le voyage de l'image;4318;Une dizaine de cameras, des kilometres de câbles, une regie pour la lumiere, une autre pour le son, un station satellite qui envoie les images sur tout le territoire français... F & J sont sur le tournage des 35 heures de direct du Telethon. Ils nous expliquent quelles routes les images televisees empruntent avant d'arriver jusqu'à nous. Comment une camera fonctionne-t-elle ? A quoi ça sert un preneur de son ? Qu'est-ce que c'est une station satellitaire ? Comment fait-elle pour transporter les images ? Et que se passe-t-il exactement à l'interieur de nos ecrans ?;Technologie, physique chimie;Communication;2005
Internet: les pirates tissent leur toile;4319;D'où viennent les virus ? Comment peut-on les endiguer ? Par quels stratagemes les pirates infiltrent-ils certains reseaux ? D’où viennent ces spam qui inondent nos ecrans de publicites ? Comment les paiements en ligne sont-ils securises ? Et pourquoi cette securisation ne suffit-elle pas toujours ? Cette semaine, CPS nous ouvre les portes d’un monde virtuel où il est question de pirates, de chevaux de Troie, de vers malintentionnes et de pare-feux qui transformeraient nos ordinateurs en forteresses inattaquables…;Technologie, physique chimie;Communication;2005
Les bananes : les Sorciers à plein regime;1317;Grandes ou petites, rondes ou carrees, jaunes, vertes ou roses, à consommer crues ou cuites, moelleuses ou farineuses... les bananes sont d'une variete infinie. Elles sont aussi le fruit le plus consomme de la planete. Dans certains pays, elles constituent même la nourriture de base de populations entieres. F & J sont partis à la Guadeloupe pour decouvrir comment on cultive cette herbe geante. De la biologie aux enjeux economiques, ils epluchent pour nous le sujet.;La terre et l'univers;Botanique et agronomie;2006
Les cactus : un sujet epineux...;1318;Figuiers de barbarie, « coussins de belle-mere », cactus raquette, cactus cierge… La famille des cactus compte plus de 2000 especes. Originaire des regions arides d’Amerique latine, ces drôles de vegetaux sont particulierement bien adaptes à la secheresse. Certaines especes peuvent même vivre sans une goutte de pluie pendant plusieurs annees ! S & J sont partis dans le sud de la France, et nous expliquent tout sur la biologie de ces plantes si particulieres. Croissance, reproduction, culture, methodes d’arrosage ou utilite des epines… Les cactus n’aurons plus aucun secret pour vous.;La terre et l'univers;Botanique et agronomie;2006
L'odyssee des plantes;1319;Tout a commence dans les oceans, il y a pres de 4 milliards d'annees. Les ingredients essentiels à la vie se rassemblent alors pour former une bacterie qui sera bientôt à l'origine d'algues minuscules. Quelque 3 millions d'annees plus tard, les descendants de ces algues debarquent sur la terre ferme. La grande aventure des plantes peut commencer ! Tiges, racines, feuilles, graines, fleurs et fruits apparaissent les uns apres les autres, affinant sans cesse les strategies de reproduction de ces vegetaux qui colonisent doucement la surface de la planete. S & J nous racontent la fabuleuse odyssee des plantes.;La terre et l'univers;Botanique et agronomie;2006
Baleines en danger : c'est assez;1541;Cette annee encore, CPS et la Cite des Sciences et de l'Industrie s'associent pour la Fête de la Science. A cette occasion et pour la premiere fois, le magazine propose un 52 minutes exceptionnel qui mêle decouverte scientifique et sensibilisation à l'environnement. F & J sont partis dans les Antilles pour un voyage memorable à la rencontre des baleines, cachalots et autres grands cetaces. Ils nous revelent quelques-uns des secrets de ces mysterieux mammiferes marins et nous expliquent les menaces qui pesent aujourd'hui sur eux.;La terre et l'univers;Faune;2006
Mouettes, goelands & Cie : les oiseaux de mer;1542;Mouettes, goelands, fous de Bassan, macareux ou pingouins... S & J partent explorer les côtes bretonnes et normandes pour nous emmener à la decouverte des oiseaux de mer. Ils nous expliquent tout de la vie des ces volatiles qui passent une grande partie de leur existence en mer et reviennent nicher sur nos côtes, y formant parfois des colonies de dizaines de milliers d'individus. Pourquoi les goelands sont-ils si nombreux à quitter les côtes pour s'installer en milieu urbain ? Pourquoi le plumage des oiseaux de mer leur assure-t-il une parfaite etancheite ? Comment se debarrassent-ils de l'excedent de sel qu'ils ingerent en capturant leurs proies ? Pourquoi des ailes longues et fines sont-elles plus efficaces pour planer ?;La terre et l'univers;Faune;2006
Bio-habitat : la maison se met au vert;1616;Maison de paille, maison de bois, maison de brique…? CPS nous rejoue la fable des trois petits cochons dans sa version ecologique ! Avec la complicite de S & J, nous decouvrons mille astuces qui permettent non seulement d'economiser de l'energie avec sa maison, mais qui offrent aussi le luxe inouï de vivre dans un environnement sain et peu polluant. Car souvenez-vous, juste apres les transports, ce sont nos logements qui polluent le plus !;La terre et l'univers;Environnement;2006
L'histoire du climat;1617;Il y a 20 000 ans, une partie de l'Europe etait ensevelie sous un immense glacier. Une bande de terre permettait alors de passer de l'Asie à l'Amerique. Et l'hiver, les temperatures pouvaient descendre à -50°C , tandis qu'elles ne depassaient pas 15°C l'ete... Comment et pourquoi le climat change-t-il ? Où sont passes les geants de glaces qui recouvraient autrefois notre planete ? F & J nous racontent la passionnante histoire de notre climat. Au sommet d'une tour solaire, au fond d'un lac, au cœur d'un coquillage ou depuis les archives d'une etonnante carotheque... ils partent sur la trace des multiples indices que les changements du climat nous laissent ici et là.;La terre et l'univers;Environnement;2006
Le recul des glaciers;1618;F & J sont partis explorer les glaciers les plus grandioses du massif alpin pour tenter de comprendre avec nous pourquoi la plupart des glaciers de la planete se mettent à reculer. Apres un magnifique survol des glaciers alpins en helicoptere, ils nous offrent une plongee dans cet univers de neige et de glace en compagnie de guides de haute montagne et de glaciologues. De crevasses en moraines, de seracs en lacs pro glaciaires, ils nous expliquent comment un glacier naît, vit... et meurt. Decouvrant qu'en un siecle et demi la spectaculaire mer de glace a perdu pas moins de 100 metres d'epaisseur, il est à parier que ce numero de CPS ne vous laissera pas de glace !;La terre et l'univers;Environnement;2006
Secheresse : la France en alerte;1619;Qu'une secheresse soit annoncee... et ce sont les restrictions d'eau qui se mettent à pleuvoir. Pourtant, de l'eau, ce n'est pas ce qui manque en France. Avec 1000 milliards de m3 de reserves souterraines, notre pays est plutôt privilegie. Que se passe-t-il alors ? Les changements climatiques nous condamnent-ils à des secheresses toujours plus graves ? Ou bien est-ce notre consommation effrenee qui est en cause ? S & J se sont rendus dans le Sud-ouest pour decouvrir comment on tente de faire face à la penurie;La terre et l'univers;Environnement;2006
Les aux minerales : les Sorciers prennent de la bouteille;2001;Minerales, de source ou du robinet... quelles routes les eaux que nous consommons empruntent-elles avant d'atterrir dans nos verres ? Quels filtres naturels vont agir sur l'eau de pluie pour la transformer en une eau parfaitement pure ? Comment cette eau se charge-t-elle en mineraux ? Quels sont les effets de ces minuscules composants sur notre corps ? D'où vient le gaz carbonique qui fait petiller les eaux qu'on dit gazeuses ? F & J sont remontes à la source des eaux minerales. Ils sont en Auvergne et nous expliquent tout de la maniere dont on capte et contrôle ces eaux d'origine atmospherique;Sport et sante;Medecine et biologie;2006
Joie, peur, tristesse, colere... que d'emotions !;2001;F & J se laissent submerger par leurs emotions au point d'en faire tout un programme! L'homme est l'être vivant qui eprouve le plus d'emotions. Peur, joie, tristesse, colere, surprise, ou degoût... Toutes ces emotions sont universelles. Elles se traduisent par des expressions qui se lisent tres facilement sur les visages et representent même un veritable langage du corps. Mais comment naissent-elles? Et quel rôle le cerveau joue-t-il dans leur apparition et dans leur gestion?;Sport et sante;Medecine et biologie;2006
Les grippes : virus sous surveillance;2001;"Decimant des elevages entiers de volailles à travers le monde, le virus de la grippe aviaire tue egalement des hommes. On craint même que cette maladie ne se propage au point de se transformer en veritable pandemie. Mais aujourd'hui, il existe une grippe plus meurtriere encore pour l'homme : c'est la grippe dite ""saisonniere"". Chaque hiver, 1000 à 3000 personnes disparaissent en France à cause de cette maladie contagieuse. En compagnie de specialistes, S & J passent en revue ces virus qui nous menacent et nous donnent quelques cles pour comprendre la maniere dont ils se propagent et nous infectent.";Sport et sante;Medecine et biologie;2006
Les Sorciers se font la main;2001;Elles peuvent saisir, serrer, parler, ecrire, lire, jongler, gratter, claquer, caresser, tripatouiller... Nos mains sont une mecanique de haute precision que nous mettons chaque jour à rude epreuve ! F & J nous expliquent tout sur ces outils qui nous sont devenus indispensables. Entoures d'une formidable equipe d'acrobates, de jongleurs, de magiciens et de musiciens, ils nous font decouvrir tout ce que ces artistes de haut vol sont capables de faire de leurs dix doigts. Pourquoi la main est-elle tres mobile ? Comment nos muscles et nos tendons actionnent-ils nos doigts ? Comment nos recepteurs sensoriels envoient-ils leurs informations au cerveau ? Pourquoi les coussinets adipeux qui se cachent sous l'epiderme jouent-ils un rôle fondamental dans la prehension ?;Sport et sante;Medecine et biologie;2006
Nouvelles therapies : l’espoir est dans la cellule;2001;On estime à plus de 6 000 le nombre de maladies d’origine genetique. Grâce aux progres de la recherche, on est aujourd’hui capables de retrouver la plupart des genes malades, et des traitements deviennent envisageables.;Sport et sante;Medecine et biologie;2006
Les coulisses du football;2315;Le football est une histoire de passion, mais c'est aussi une histoire d'argent. Quelle logique economique se cache derriere ce sport ? Pourquoi les transferts de joueurs atteignent-ils parfois des sommes faramineuses ? Comment les espoirs du foot sont-ils selectionnes ? Quelles strategies les clubs mettent-ils au point pour conserver leurs joueurs ? Et où vont les droits de diffusion dont s'acquittent les chaînes de television ? F & J sont alles faire un petit tour dans les coulisses des stades et des centres de formation.;Sport et sante;Sport;2006
Roller, skate et BMX : comme sur des roulettes;2316;F & J sont partis à la decouverte du roller, du skate et du BMX, des sports de rue qui connaissent un succes de plus en plus grand. Nos deux comperes ont rencontre des virtuoses de la roulette, et tandis que ceux-ci roulent, virevoltent et s’envolent toujours plus haut, ils en profitent pour vous donner une petite leçon de physique que vous n’êtres prêts d’oublier ! Inertie, principe d’action-reaction, equilibre, gravite, force centrifuge, energie cinetique… Vous saurez tout sur les principes qui se cachent derriere ces acrobaties spectaculaires.;Sport et sante;Sport;2006
